filename,image_id,mean_human_complexity_rating,news_category,infographic_category,government_category,science_category,single_panel,multi_panel,category,panel_s,amount_of_text,no_text,axes_labels,axes_text,titles,annotations,captions,legend_text,legend_title,text_only,black_and_white,background_color,color_count,quantitative,categorical,chart_count,chart_types,area,bar,circle,diagram,distribution,grid_or_matrix,line,map,point,table,text,trees_or_networks,chart_types_count
visMost492.png,28.png,74.7,0,1,0,0,0,1,I,multipanel,"caption(s),title(s),annotation(s),axes text",0,0,1,1,1,1,0,0,0,0,1,8,0,1,2,"Diagram,Map",0,0,0,1,0,0,0,1,0,0,0,0,2
whoG09.png,29.png,35.4,0,0,1,0,0,1,G,multipanel,"legend text,title(s),axes text,axes labels",0,1,1,1,0,0,1,0,0,0,0,3,1,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
economist_daily_chart_250.png,30.png,36.6,1,0,0,0,1,0,N,single,"axes labels,axes text,title(s),caption(s),legend text",0,1,1,1,0,1,1,0,0,0,1,4,2,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v485_n7396_15_f3.png,31.png,54.1,0,0,0,1,0,1,S,multipanel,"axes text,axes labels,legend text",0,1,1,0,0,0,1,0,0,0,0,3,4,2,4,Line,0,0,0,0,0,0,1,0,0,0,0,0,1
np_27.png,32.png,64.3,1,0,0,0,0,1,N,multipanel,"annotation(s),legend text,axes text,title(s)",0,0,1,1,1,0,1,0,0,0,0,2,5,2,11,"Bar,Map,Distribution,Circle",0,1,1,0,1,0,0,1,0,0,0,0,4
v483_n7387_14_f5.png,33.png,81.5,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text,caption(s)",0,1,1,0,0,1,1,0,0,0,0,3,4,5,6,"Bar,Line,Distribution",0,1,0,0,1,0,1,0,0,0,0,0,3
whoQ17_1.png,34.png,70.5,0,0,1,0,1,0,G,single,"title(s),caption(s),axes text,axes labels",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v490_n7419_9_f2.png,35.png,75.6,0,0,0,1,0,1,S,multipanel,"axes text,axes labels,legend text,legend title",0,1,1,0,0,0,1,1,0,0,1,7,3,0,2,"Point,Map",0,0,0,0,0,0,0,1,1,0,0,0,2
treasuryA13.png,36.png,52.8,0,0,1,0,0,1,G,multipanel,"title(s),axes text,axes labels,annotation(s),caption(s)",0,1,1,1,1,1,0,0,0,0,0,7,2,3,3,"Area,Line",1,0,0,0,0,0,1,0,0,0,0,0,2
economist_daily_chart_522.png,37.png,36.4,1,0,0,0,1,0,N,single,"axes text,title(s),annotation(s),caption(s)",0,0,1,1,1,1,0,0,0,0,1,2,2,0,1,Distribution,0,0,0,0,1,0,0,0,0,0,0,0,1
economist_daily_chart_244.png,38.png,28.9,1,0,0,0,1,0,N,single,"title(s),caption(s),text-only",0,0,0,1,0,1,0,0,1,0,1,2,1,2,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v489_n7416_8_f3.png,39.png,70,0,0,0,1,0,1,S,multipanel,"annotation(s),axes text,axes labels",0,1,1,0,1,0,0,0,0,0,0,8,2,1,3,"Line,Diagram",0,0,0,1,0,0,1,0,0,0,0,0,2
v490_n7420_1_f2.png,40.png,83.4,0,0,0,1,0,1,S,multipanel,"axes labels,axes text",0,1,1,0,0,0,0,0,0,0,0,4,11,5,12,"Bar,Point,Diagram",0,1,0,1,0,0,0,0,1,0,0,0,3
vis62.png,41.png,44.4,0,1,0,0,0,1,I,multipanel,"axes text,caption(s),title(s),annotation(s)",0,0,1,1,1,1,0,0,0,0,1,6,0,2,3,Line,0,0,0,0,0,0,1,0,0,0,0,0,1
visMost486.png,42.png,41,0,1,0,0,0,1,I,multipanel,"title(s),text-only,annotation(s)",0,0,0,1,1,0,0,0,1,0,1,5,1,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v487_n7405_11_f1.png,43.png,65.4,0,0,0,1,0,1,S,multipanel,text-only,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
v485_n7397_13_f1.png,44.png,81,0,0,0,1,0,1,S,multipanel,"axes text,axes labels,legend text",0,1,1,0,0,0,1,0,0,0,0,5,2,2,9,Area,1,0,0,0,0,0,0,0,0,0,0,0,1
whoP04.png,45.png,49.5,0,0,1,0,1,0,G,single,"axes labels,axes text,caption(s)",0,1,1,0,0,1,0,0,0,0,0,1,2,0,1,Line,0,0,0,0,0,0,1,0,0,0,0,0,1
v483_n7391_21_f2.png,46.png,84.3,0,0,0,1,0,1,S,multipanel,annotation(s),0,0,0,0,1,0,0,0,0,0,0,8,0,4,4,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
v485_n7399_8_f1.png,47.png,74.9,0,0,0,1,0,1,S,multipanel,"annotation(s),axes text",0,0,1,0,1,0,0,0,0,0,0,4,0,1,2,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
treasuryA2.png,48.png,42.3,0,0,1,0,0,1,G,multipanel,"title(s),axes text,annotation(s),caption(s)",0,0,1,1,1,1,0,0,0,0,0,3,2,2,2,Line,0,0,0,0,0,0,1,0,0,0,0,0,1
whoN16_2.png,49.png,31.3,0,0,1,0,1,0,G,single,"title(s),caption(s)",0,0,0,1,0,1,0,0,0,0,1,7,1,1,1,Circle,0,0,1,0,0,0,0,0,0,0,0,0,1
vis289.png,50.png,59,0,1,0,0,1,0,I,single,text-only,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v482_n7386_14_f3.png,51.png,81.3,0,0,0,1,0,1,S,multipanel,"legend text,axes text",0,0,1,0,0,0,1,0,0,0,0,5,2,3,12,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
economist_daily_chart_278.png,52.png,39.4,1,0,0,0,1,0,N,single,"axes text,axes labels,legend text,title(s),caption(s)",0,1,1,1,0,1,1,0,0,0,1,3,2,2,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
whoP10.png,53.png,41.3,0,0,1,0,1,0,G,single,"text-only,title(s),caption(s)",0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
wsj488.png,54.png,33.5,1,0,0,0,1,0,N,single,"title(s),caption(s)",0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v488_n7410_17_f1.png,55.png,77.8,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text",0,1,1,0,0,0,1,0,0,0,0,1,4,5,8,"Bar,Diagram",0,1,0,1,0,0,0,0,0,0,0,0,2
v485_n7398_12_f1.png,56.png,56.7,0,0,0,1,0,1,S,multipanel,"legend text,title(s),axes text",0,0,1,1,0,0,1,0,0,0,0,6,2,0,2,"Area,Map",1,0,0,0,0,0,0,1,0,0,0,0,2
economist_daily_chart_95.png,57.png,53.1,1,0,0,0,1,0,N,single,"legend title,legend text,title(s),annotation(s),title(s)",0,0,0,1,1,0,1,1,0,0,0,6,1,1,1,Map,0,0,0,0,0,0,0,1,0,0,0,0,1
wsj107.png,58.png,38.3,1,0,0,0,0,1,N,multipanel,"axes text,caption(s),annotation(s),title(s)",0,0,1,1,1,1,0,0,0,0,0,3,2,0,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
visMost135.png,59.png,33.5,0,1,0,0,1,0,I,single,"legend text,title(s)",0,0,0,1,0,0,1,0,0,0,0,7,0,1,1,Map,0,0,0,0,0,0,0,1,0,0,0,0,1
visMost653.png,60.png,17.1,0,1,0,0,1,0,I,single,"caption(s),title(s)",0,0,0,1,0,1,0,0,0,0,1,7,1,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v483_n7390_5_f2.png,61.png,74.8,0,0,0,1,0,1,S,multipanel,"title(s),axes text,axes labels",0,1,1,1,0,0,0,0,0,0,0,3,3,1,3,"Line,Distribution,Diagram",0,0,0,1,1,0,1,0,0,0,0,0,3
whoK10.png,62.png,38.7,0,0,1,0,0,1,G,multipanel,"title(s),legend text",0,0,0,1,0,0,1,0,0,0,0,4,1,0,2,Map,0,0,0,0,0,0,0,1,0,0,0,0,1
vis706.png,63.png,71.7,0,1,0,0,0,1,I,multipanel,"title(s),axes text,annotation(s)",0,0,1,1,1,0,0,0,0,0,1,20,5,2,2,"Line,Circle,Trees & Networks",0,0,1,0,0,0,1,0,0,0,0,1,3
v484_n7394_2_f2.png,64.png,64.5,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,title(s),legend text",0,1,1,1,0,0,1,0,0,0,0,6,4,4,5,"Area,Bar,Line,Distribution",1,1,0,0,1,0,1,0,0,0,0,0,4
treasuryD07_2.png,65.png,28.8,0,0,1,0,1,0,G,single,"text-only,caption(s),title(s)",0,0,0,1,0,1,0,0,1,0,1,3,4,1,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v485_n7396_23_f2.png,66.png,63.6,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text,annotation(s)",0,1,1,0,1,0,1,0,0,0,0,6,3,2,3,"Line,Bar",0,1,0,0,0,0,1,0,0,0,0,0,2
v483_n7387_7_f1.png,67.png,73,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annotation(s),title(s)",0,1,1,1,1,0,0,0,0,0,0,9,2,2,2,"Line,Point",0,0,0,0,0,0,1,0,1,0,0,0,2
visMost647.png,68.png,51.9,0,1,0,0,1,0,I,single,"title(s),caption(s)",0,0,0,1,0,1,0,0,0,0,0,7,0,0,1,Distribution,0,0,0,0,1,0,0,0,0,0,0,0,1
vis712.png,69.png,26.1,0,1,0,0,0,1,I,multipanel,title(s),0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v484_n7395_2_f2.png,70.png,78.8,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annotation(s),title(s)",0,1,1,1,1,0,0,0,0,0,1,9,2,1,2,Point,0,0,0,0,0,0,0,0,1,0,0,0,1
visMost121.png,71.png,36.6,0,1,0,0,1,0,I,single,"caption(s),title(s),annotation(s)",0,0,0,1,1,1,0,0,0,0,0,7,0,1,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v483_n7391_5_f2.png,72.png,83.3,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,title(s),annotation(s)",0,1,1,1,1,0,0,0,0,0,0,3,1,1,11,Point,0,0,0,0,0,0,0,0,1,0,0,0,1
economist_daily_chart_81.png,73.png,35.5,1,0,0,0,1,0,N,single,"axes text,caption(s),title(s)",0,0,1,1,0,1,0,0,0,0,0,2,2,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
wsj113.png,74.png,26.6,1,0,0,0,1,0,N,single,"caption(s),title(s)",0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
visMost109.png,75.png,45.7,0,1,0,0,0,1,I,multipanel,"title(s),annotation(s)",0,0,0,1,1,0,0,0,0,0,1,5,3,3,6,"Distribution,Circle,Bar,Diagram",0,1,1,1,1,0,0,0,0,0,0,0,4
v489_n7414_5_f4.png,76.png,77.3,0,0,0,1,0,1,S,multipanel,"axes labels,annotation(s),axes text",0,1,1,0,1,0,0,0,0,0,0,7,8,0,4,"Line,Point,Distribution",0,0,0,0,1,0,1,0,1,0,0,0,3
v488_n7411_11_f3.png,77.png,80.3,0,0,0,1,0,1,S,multipanel,"axes text,title(s),axes labels,legend title,legend text",0,1,1,1,0,0,1,1,0,0,0,9,3,0,4,Area,1,0,0,0,0,0,0,0,0,0,0,0,1
visMost12.png,78.png,40.3,0,1,0,0,0,1,I,multipanel,"title(s),text-only,annotation(s)",0,0,0,1,1,0,0,0,1,0,1,4,0,1,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
v487_n7408_7_f2.png,79.png,72.8,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annotation(s),title(s)",0,1,1,1,1,0,0,0,0,0,0,10,4,1,3,"Line,Point,Diagram",0,0,0,1,0,0,1,0,1,0,0,0,3
v489_n7415_5_f4.png,80.png,45.3,0,0,0,1,1,0,S,single,"axes labels,axes text,annotation(s)",0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v483_n7391_17_f3.png,81.png,75,0,0,0,1,0,1,S,multipanel,"title(s),legend text,axes labels,axes text",0,1,1,1,0,0,1,0,0,1,0,1,6,5,11,"Bar,Circle,Line",0,1,1,0,0,0,1,0,0,0,0,0,3
v488_n7410_19_f4.png,82.png,62.9,0,0,0,1,0,1,S,multipanel,"axes labels,axes text",0,1,1,0,0,0,0,0,0,1,0,0,1,3,4,"Bar,Table",0,1,0,0,0,0,0,0,0,1,0,0,2
economist_daily_chart_56.png,83.png,58.1,1,0,0,0,0,1,N,multipanel,"legend title,title(s),legend text,caption(s)",0,0,0,1,0,1,1,1,0,0,1,15,1,1,15,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
visMost690.png,84.png,52.5,0,1,0,0,1,0,I,single,"title(s),text-only",0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
whoQ50_3.png,85.png,59.7,0,0,1,0,1,0,G,single,"title(s),axes text,axes labels,legend text",0,1,1,1,0,0,1,0,0,0,0,8,2,1,1,Area,1,0,0,0,0,0,0,0,0,0,0,0,1
v487_n7405_1_f5.png,86.png,80.3,0,0,0,1,0,1,S,multipanel,"axes labels,title(s),annotation(s)",0,1,0,1,1,0,0,0,0,0,0,4,1,3,7,Line,0,0,0,0,0,0,1,0,0,0,0,0,1
visMost684.png,87.png,50.2,0,1,0,0,0,1,I,multipanel,"axes text,title(s),legend text,caption(s),axes labels",0,1,1,1,0,1,1,0,0,0,1,6,2,3,4,"Area,Map,Bar",1,1,0,0,0,0,0,1,0,0,0,0,3
vis909.png,88.png,68.9,0,1,0,0,1,0,I,single,"axes labels,title(s)",0,1,0,1,0,0,0,0,0,0,1,16,1,3,1,Distribution,0,0,0,0,1,0,0,0,0,0,0,0,1
whoC21_2.png,89.png,50.4,0,0,1,0,0,1,G,multipanel,"title(s),legend title,legend text",0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,Map,0,0,0,0,0,0,0,1,0,0,0,0,1
treasuryG06_2.png,90.png,74.2,0,0,1,0,1,0,G,single,"caption(s),legend text,axes text,axes labels",0,1,1,0,0,1,1,0,0,0,0,10,2,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
economist_daily_chart_42.png,91.png,45.2,1,0,0,0,0,1,N,multipanel,"annotation(s),title(s),axes text,caption(s),legend text",0,0,1,1,1,1,1,0,0,0,0,3,3,1,2,"Bar,Line",0,1,0,0,0,0,1,0,0,0,0,0,2
v488_n7412_20_f3.png,92.png,64.9,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text",0,1,1,0,0,0,1,0,0,1,0,0,5,4,5,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
whoK27_2.png,93.png,39.5,0,0,1,0,1,0,G,single,"annotation(s),title(s),axes labels,axes text,legend text",0,1,1,1,1,0,1,0,0,0,0,1,2,2,1,"Line,Point",0,0,0,0,0,0,1,0,1,0,0,0,2
v487_n7407_10_f2.png,94.png,65.2,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text",0,1,1,0,0,0,1,0,0,0,0,5,4,0,4,"Area,Line",1,0,0,0,0,0,1,0,0,0,0,0,2
v485_n7397_3_f1.png,95.png,87.6,0,0,0,1,0,1,S,multipanel,no text,1,0,0,0,0,0,0,0,0,0,0,4,0,1,4,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
vis921.png,96.png,41.7,0,1,0,0,0,1,I,multipanel,"title(s),annotation(s),caption(s)",0,0,0,1,1,1,0,0,0,0,1,2,1,2,6,"Map,Circle,Distribution",0,0,1,0,1,0,0,1,0,0,0,0,3
v485_n7396_3_f1.png,97.png,77.6,0,0,0,1,0,1,S,multipanel,"title(s),annotation(s),legend text,axes text,axes labels",0,1,1,1,1,0,1,0,0,1,0,0,6,1,12,"Bar,Line,Diagram",0,1,0,1,0,0,1,0,0,0,0,0,3
vis935.png,98.png,62.2,0,1,0,0,0,1,I,multipanel,"axes labels,title(s),legend text,caption(s),annotation(s),axes text",0,1,1,1,1,1,1,0,0,0,1,6,2,1,2,"Table,Line",0,0,0,0,0,0,1,0,0,1,0,0,2
v489_n7414_12_f4.png,99.png,73.1,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annnotation(s)",0,1,1,0,0,0,0,0,0,1,0,0,1,3,4,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v489_n7417_21_f1.png,100.png,66.9,0,0,0,1,0,1,S,multipanel,"axes text,axes labels,title(s),legend text",0,1,1,1,0,0,1,0,0,0,0,10,6,4,8,"Circle,Bar,Diagram",0,1,1,1,0,0,0,0,0,0,0,0,3
v489_n7415_9_f4.png,101.png,72.4,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,title(s),legend text",0,1,1,1,0,0,1,0,0,0,0,11,5,3,3,"Bar,Map,Line",0,1,0,0,0,0,1,1,0,0,0,0,3
whoM02.png,102.png,32.5,0,0,1,0,1,0,G,single,"title(s),text-only",0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,Table,0,0,0,0,0,0,0,0,0,1,0,0,1
vis114.png,103.png,64,0,1,0,0,0,1,I,multipanel,"title(s),caption(s),annotation(s),axes text",0,0,1,1,1,1,0,0,0,0,1,6,4,1,12,"Bar,Circle,Table",0,1,1,0,0,0,0,0,0,1,0,0,3
v488_n7410_15_f4.png,104.png,71,0,0,0,1,1,0,S,single,"axes text,annotation(s)",0,0,1,0,1,0,0,0,0,0,0,4,1,1,1,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
vis672.png,105.png,60.3,0,1,0,0,0,1,I,multipanel,"title(s),annotation(s), caption(s), axes labels,legend text",0,1,0,1,1,1,1,0,0,0,1,12,5,4,6,"Area,Bar,Circle",1,1,1,0,0,0,0,0,0,0,0,0,3
v483_n7389_11_f2.png,106.png,70.8,0,0,0,1,0,1,S,multipanel,annotation(s),0,0,0,0,1,0,0,0,0,0,0,3,0,1,7,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
v489_n7414_9_f4.png,107.png,72.8,0,0,0,1,0,1,S,multipanel,"axes labels,axes text",0,1,1,0,0,0,0,0,0,1,1,0,3,0,1,"Distribution,Bar",0,1,0,0,1,0,0,0,0,0,0,0,2
v486_n7403_17_f2.png,108.png,56.5,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annotation(s),legend text",0,1,1,0,1,0,1,0,0,0,0,6,2,1,2,"Point,Bar",0,1,0,0,0,0,0,0,1,0,0,0,2
vis666.png,109.png,64.7,0,1,0,0,1,0,I,single,"title(s),annotation(s),caption(s)",0,0,0,1,1,1,0,0,0,0,1,10,0,0,1,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
visMost733.png,110.png,62.4,0,1,0,0,0,1,I,multipanel,"title(s),axes labels,axes text,caption(s),legend text",0,1,1,1,0,1,1,0,0,0,0,7,4,4,12,"Circle,Bar",0,1,1,0,0,0,0,0,0,0,0,0,2
v483_n7387_20_f1.png,111.png,78.7,0,0,0,1,0,1,S,multipanel,annotation(s),0,0,0,0,1,0,0,0,0,0,0,5,0,0,5,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
v485_n7399_18_f3.png,112.png,72.9,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text,title(s)",0,1,1,1,0,0,1,0,0,1,0,7,2,2,2,"Bar,Grid & Matrix",0,1,0,0,0,1,0,0,0,0,0,0,2
vis100.png,113.png,60.8,0,1,0,0,0,1,I,multipanel,"annotation(s),title(s),caption(s)",0,0,0,1,1,1,0,0,0,0,0,2,0,1,6,"Map,Table,Diagram",0,0,0,1,0,0,0,1,0,1,0,0,3
vis128.png,114.png,42.3,0,1,0,0,0,1,I,multipanel,"annotation(s),title(s),caption(s)",0,0,0,1,1,1,0,0,0,0,1,6,0,1,1,Diagram,0,0,0,1,0,0,0,0,0,0,0,0,1
v489_n7414_7_f1.png,115.png,81.8,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,legend text,annotation(s)",0,1,1,0,1,0,1,0,0,0,0,8,1,2,6,"Grid & Matrix,Distribution",0,0,0,0,1,1,0,0,0,0,0,0,2
vis896.png,116.png,76.8,0,1,0,0,1,0,I,single,"title(s),axes labels,annotation(s)",0,1,0,1,1,0,0,0,0,0,0,4,0,1,1,Bar,0,1,0,0,0,0,0,0,0,0,0,0,1
v483_n7391_9_f2.png,117.png,68.9,0,0,0,1,0,1,S,multipanel,"axes labels,axes text,annotation(s),legend text",0,1,1,0,1,0,1,0,0,0,0,2,2,4,2,"Line,Point",0,0,0,0,0,0,1,0,1,0,0,0,2
